data;
param n := 26; 
param m := 2; 
param M := 1048576; 
param alpha := 12.8595430107527; 
param T := 7022; 
param epsilon := 7022; 
param beta := 34; 
param txsize := 1488; 
param iosize := 364; 
param: 		size	value	:=
	1	148	10000000
	2	148	6000000
	3	148	20000000
	4	148	10000000
	5	148	398312484
	6	148	110100000
	7	148	1050932011
	8	148	51200000
	9	148	100000000
	10	148	50000000
	11	148	82000000
	12	148	1321586100
	13	148	377287958
	14	148	1483806112
	15	148	1149797889
	16	148	60000000
	17	148	97300000
	18	148	97300000
	19	148	89736434
	20	148	58685000
	21	148	900000000
	22	148	67495545
	23	148	1060000000
	24	148	1500000000
	25	148	107005817
	26	148	755000000;
param: 		Size	Value	:=
	1	34	14390000
	2	34	1590865;
end;
