data;
param n := 99; 
param m := 1; 
param M := 1048576; 
param alpha := 13.4770889487871; 
param T := 7359; 
param epsilon := 7359; 
param beta := 34; 
param txsize := 1484; 
param iosize := 364; 
param: 		size	value	:=
	1	148	12704661
	2	148	971963
	3	148	1390321
	4	148	12790142
	5	148	6336294
	6	148	12805967
	7	148	2078617
	8	148	54277780
	9	148	7503421
	10	148	1802053
	11	148	12736951
	12	148	1749705
	13	148	38399352
	14	148	12778105
	15	148	2622991
	16	148	78851078
	17	148	9227777
	18	148	12467603
	19	148	1192428
	20	148	11578033
	21	148	3722314
	22	148	1237213
	23	148	1532714
	24	148	2229172
	25	148	1964909
	26	148	1440408
	27	148	1534468
	28	148	1336713
	29	148	1210283
	30	148	8260429
	31	148	9327588
	32	148	8460234
	33	148	10204192
	34	148	1251571
	35	148	1341721
	36	148	1641761
	37	148	1243865
	38	148	1304350
	39	148	1294104
	40	148	1225931
	41	148	1304321
	42	148	1229145
	43	148	1219208
	44	148	1296721
	45	148	1225604
	46	148	1311093
	47	148	1688423
	48	148	1296175
	49	148	1218407
	50	148	2034878
	51	148	1303427
	52	148	1713788
	53	148	1695048
	54	148	1520310
	55	148	1568162
	56	148	1469958
	57	148	1209649
	58	148	1416007
	59	148	1696680
	60	148	1654032
	61	148	1316053
	62	148	1045409
	63	148	1350278
	64	148	2242165
	65	148	3131190
	66	148	7556331
	67	148	3422634
	68	148	7493461
	69	148	6588404
	70	148	3150612
	71	148	1728139
	72	148	1547942
	73	148	2058045
	74	148	5677311
	75	148	1273962
	76	148	6605932
	77	148	6179948
	78	148	3697422
	79	148	3259590
	80	148	3216818
	81	148	6178689
	82	148	3254800
	83	148	3334892
	84	148	5145055
	85	148	2539945
	86	148	3768050
	87	148	2830591
	88	148	6642083
	89	148	3537790
	90	148	2791020
	91	148	2034580
	92	148	2227194
	93	148	2619658
	94	148	2233145
	95	148	2515490
	96	148	1795803
	97	148	2399638
	98	148	2759259
	99	148	1968086;
param: 		Size	Value	:=
	1	34	12266303;
end;
