data;
param n := 35; 
param m := 2; 
param M := 1048576; 
param alpha := 10.3418230563003; 
param T := 5647; 
param epsilon := 5647; 
param beta := 34; 
param txsize := 1492; 
param iosize := 364; 
param: 		size	value	:=
	1	148	8715029
	2	148	6186786
	3	148	102193
	4	148	18776
	5	148	57076
	6	148	71906
	7	148	49648
	8	148	76967
	9	148	52672
	10	148	84554
	11	148	20873
	12	148	33185
	13	148	41374
	14	148	29657
	15	148	29426
	16	148	47862
	17	148	37767
	18	148	46385
	19	148	42448
	20	148	26009
	21	148	14713
	22	148	17328
	23	148	5851
	24	148	31654
	25	148	21617
	26	148	21734
	27	148	31434
	28	148	7290
	29	148	8181
	30	148	9628
	31	148	16686
	32	148	2368
	33	148	18561
	34	148	9193
	35	148	14591;
param: 		Size	Value	:=
	1	34	10000000
	2	34	4886385;
end;
