data;
param n := 19747; 
param m := 101; 
param M := 1048576; 
param alpha := 25.031017369727; 
param T := 13667; 
param epsilon := 13667; 
param beta := 34; 
param txsize := 19344; 
param iosize := 4914; 
param: 		size	value	:=
	1	148	876472909
	2	148	349837422
	3	148	345900597
	4	148	403192179
	5	148	1704577203
	6	148	136903590
	7	148	346077656
	8	148	628512498
	9	148	346451980
	10	148	346909262
	11	148	1062768218
	12	148	1003129542
	13	148	2000000000
	14	148	2485807576
	15	148	232279694
	16	148	348726255
	17	148	166762386
	18	148	721592386
	19	148	742401957
	20	148	1755575985
	21	148	2430283953
	22	148	218747301
	23	148	880693631
	24	148	748843891
	25	148	402301882
	26	148	898887499
	27	148	736766636
	28	148	453871266
	29	148	2000000000
	30	148	306593835
	31	148	2000000000
	32	148	2103251492
	33	148	242282760
	34	148	233340006
	35	148	455087334
	36	148	140252967
	37	148	752918256
	38	148	303423486
	39	148	273505142
	40	148	154420919
	41	148	213567765
	42	148	3270822215
	43	148	174338443
	44	148	714281851
	45	148	365657096
	46	148	605546051
	47	148	1581832598
	48	148	276381634
	49	148	974452697
	50	148	1029870845
	51	148	657573742
	52	148	502513116
	53	148	556096974
	54	148	2000000000
	55	148	156946328
	56	148	138276829
	57	148	246620827
	58	148	1468531645
	59	148	277138710
	60	148	532789712
	61	148	206224357
	62	148	134991528
	63	148	232324905
	64	148	127293623
	65	148	152954231
	66	148	178388634
	67	148	220117458
	68	148	121015142
	69	148	170326763
	70	148	197326985
	71	148	118558494
	72	148	175445738
	73	148	246963707
	74	148	200344078
	75	148	317317984
	76	148	199397277
	77	148	239297266
	78	148	117373575
	79	148	117967111
	80	148	158159497
	81	148	202269400
	82	148	152522521
	83	148	146547817
	84	148	276230586
	85	148	225675062
	86	148	249394445
	87	148	134368163
	88	148	158815967
	89	148	104272400
	90	148	239268760
	91	148	133647170
	92	148	196497745
	93	148	180433745
	94	148	106003981
	95	148	161240758
	96	148	125674983
	97	148	116568139
	98	148	255303224
	99	148	163016377
	100	148	277004339
	101	148	108422695
	102	148	136407441
	103	148	119967754
	104	148	233063198
	105	148	181978006
	106	148	107637782
	107	148	169494241
	108	148	132836885
	109	148	110922450
	110	148	216852042
	111	148	124824146
	112	148	180178572
	113	148	170562348
	114	148	140130969
	115	148	292076326
	116	148	151244853
	117	148	197332328
	118	148	100290354
	119	148	223264004
	120	148	260532288
