data;
param n := 39; 
param m := 1; 
param M := 1048576; 
param alpha := 2.69460500963391; 
param T := 1472; 
param epsilon := 1472; 
param beta := 34; 
param txsize := 2076; 
param iosize := 512; 
param: 		size	value	:=
	1	148	196218
	2	148	221916
	3	148	161084
	4	148	119937
	5	148	119005
	6	148	246665
	7	148	1224927
	8	148	615771
	9	148	123210
	10	148	926523
	11	148	616862
	12	148	122812
	13	148	857454
	14	148	246201
	15	148	255250
	16	148	123328
	17	148	123459
	18	148	371727
	19	148	1761537
	20	148	124021
	21	148	309274
	22	148	618963
	23	148	917722
	24	148	122121
	25	148	611701
	26	148	611848
	27	148	158744
	28	148	250511
	29	148	244614
	30	148	275298
	31	148	143634
	32	148	238932
	33	148	119677
	34	148	595429
	35	148	214748
	36	148	590189
	37	148	358672
	38	148	191391
	39	148	599466;
param: 		Size	Value	:=
	1	34	453687;
param Y:= 1780;
end;
